Mod:Item:MetaData, Localized Name
Mekanism:PlasticFence:4, §1Blue Plastic Barrier
Mekanism:PlasticFence:5, §5Purple Plastic Barrier
Mekanism:PlasticFence:6, §3Cyan Plastic Barrier
Mekanism:PlasticFence:7, §7Light Grey Plastic Barrier
Mekanism:PlasticFence:8, §8Grey Plastic Barrier
Mekanism:PlasticFence:9, §dPink Plastic Barrier
Mekanism:PlasticFence:10, §aLime Plastic Barrier
Mekanism:PlasticFence:11, §eYellow Plastic Barrier
Mekanism:PlasticFence:12, §9Light Blue Plastic Barrier
Mekanism:PlasticFence:13, §dMagenta Plastic Barrier
Mekanism:PlasticFence:14, §6Orange Plastic Barrier
Mekanism:PlasticFence:15, §fWhite Plastic Barrier
Mekanism:SaltBlock, Salt Block
MekanismGenerators:Generator:0, Heat Generator
MekanismGenerators:Generator:1, Solar Generator
MekanismGenerators:Generator:3, Gas-Burning Generator
MekanismGenerators:Generator:4, Bio-Generator
MekanismGenerators:Generator:5, Advanced Solar Generator
MekanismGenerators:Generator:6, Wind Generator
MekanismGenerators:Generator:7, Turbine Rotor
MekanismGenerators:Generator:8, Rotational Complex
MekanismGenerators:Generator:9, Electromagnetic Coil
MekanismGenerators:Generator:10, Turbine Casing
MekanismGenerators:Generator:11, Turbine Valve
MekanismGenerators:Generator:12, Turbine Vent
MekanismGenerators:Generator:13, Saturating Condenser
MekanismGenerators:Reactor:0, Reactor Controller
MekanismGenerators:Reactor:1, Reactor Frame
MekanismGenerators:Reactor:3, Reactor Port
MekanismGenerators:Reactor:4, Reactor Logic Adapter
MekanismGenerators:ReactorGlass:0, Reactor Glass
MekanismGenerators:ReactorGlass:1, Laser Focus Matrix
orespawn:HoneycombBlock, Honeycomb Block
orespawn:zilla_scale_block, Zilla Scale Block
orespawn:queen_scale_block, Queen Scale Block
orespawn:king_scale_block, King Scale Block
orespawn:armorstand, Armor Stand
orespawn:skybeam, Sky Beam
orespawn:starstone, Star Stone
orespawn:tile.Trophy:0, tile.Trophy.0.name
orespawn:rice_plant, tile.null.name
orespawn:bean_plant, tile.null.name
orespawn:lettuce_plant, tile.null.name
orespawn:strawberry_plant, tile.null.name
orespawn:OreSaltBlock, Salt Ore
orespawn:RTPBlock, RTP Block
orespawn:MoleDirtBlock, Moledirt
orespawn:OreTitaniumBlock, Titanium Ore
orespawn:OreUraniumBlock, Uranium Ore
orespawn:BlockTitaniumBlock, Titanium Block
orespawn:BlockUraniumBlock, Uranium Block
orespawn:LavafoamBlock, Lavafoam
orespawn:OreRubyBlock, Ruby Ore
orespawn:BlockRubyBlock, Ruby Block
orespawn:OreAmethystBlock, Amethyst Ore
orespawn:BlockAmethystBlock, Amethyst Block
orespawn:CrystalPinkBlock, Tourmaline Block
orespawn:TigersEyeBlock, Tigerseye Block
orespawn:PizzaBlock, Pizza
orespawn:DuctTapeBlock, Ducttape
orespawn:OreCrystalStoneBlock, Crystal Stone
orespawn:OreCrystalRatBlock, Crystal Rat
orespawn:OreRedAntTrollBlock, Red Ant Troll
orespawn:OreTermiteTrollBlock, Termite Troll
orespawn:OreCrystalFairyBlock, Fairy Fossil
orespawn:OreCrystalCoalBlock, Coal Crystal
orespawn:OreCrystalGrassBlock, Crystal Grass
orespawn:OreCrystalCrystalBlock, Crystal
orespawn:OreTigersEyeBlock, Tigerseye
orespawn:CrystalPlanksBlock, Crystal Planks
orespawn:CrystalWorkbenchBlock, Crystal Workbench
orespawn:CrystalFurnaceBlock, Crystal Furnace
orespawn:CrystalFurnaceOnBlock, Crystal Furnace
orespawn:RadishPlant, tile.null.name
orespawn:ButterflyPlant, tile.null.name
orespawn:MothPlant, tile.null.name
orespawn:MosquitoPlant, tile.null.name
orespawn:FireflyPlant, tile.null.name
orespawn:CornPlant1, Corn Block 0
orespawn:CornPlant2, Corn Block 1
orespawn:CornPlant3, Corn Block 2
orespawn:CornPlant4, Corn Block 3
orespawn:QuinoaPlant1, Quinoa Plant I
orespawn:TomatoPlant1, Tomato Block 0
orespawn:AppleLeaves, Apple Leaves
orespawn:ExperienceLeaves, Experience Leaves
orespawn:ScaryLeaves, Scary Leaves
orespawn:CherryLeaves, Cherry Leaves
orespawn:PeachLeaves, Peach Leaves
orespawn:SkyTreeLog, Sky Tree Log
orespawn:DuplicatorLog, Duplicator Tree Log
orespawn:ExperiencePlant, Experience Sapling
orespawn:CrystalPlant, Crystal Sapling
orespawn:CrystalPlant2, Crystal Sapling I
orespawn:CrystalPlant3, Crystal Sapling II
orespawn:FlowerPink, Flower Pink
orespawn:FlowerBlue, Flower Blue
orespawn:FlowerBlack, Flower Black
orespawn:FlowerScary, Flower Scary
orespawn:CrystalFlowerRed, Crystal Flower Red
orespawn:CrystalFlowerGreen, Crystal Flower Green
orespawn:CrystalFlowerBlue, Crystal Flower Blue
orespawn:CrystalFlowerYellow, Crystal Flower Yellow
orespawn:CrystalLeaves, Crystal Tree Leaves
orespawn:CrystalLeaves2, Crystal Tree Leaves 2
orespawn:CrystalLeaves3, Crystal Leaves
orespawn:CrystalTreeLog, Crystal Tree Logs
orespawn:ExtremeTorch, Extreme Torch
orespawn:CrystalTorch, Crystal Torch
orespawn:KrakenRepellent, Kraken Repellent
orespawn:CreeperRepellent, Creeper Repellent
orespawn:Island, Island
orespawn:KingSpawner, King Spawner
orespawn:QueenSpawner, Queen Spawner
orespawn:DungeonSpawner, Dungeon Spawner
orespawn:EnderPearlBlock, Ender pearl Block
orespawn:EyeOfEnderBlock, Eye of Ender Block
orespawn:AntBlock, Ant Block
orespawn:RedAntBlock, Anthill Red
orespawn:TermiteBlock, Termite Mound
orespawn:CrystalTermiteBlock, tile.CrystalTermiteBlock.name
orespawn:RainbowAntBlock, Anthill Rainbow
orespawn:UnstableAntBlock, Anthill Unstable
orespawn:SpiderSpawnBlock, tile.orespider.name
orespawn:BatSpawnBlock, tile.orebat.name
orespawn:CowSpawnBlock, tile.orecow.name
orespawn:PigSpawnBlock, tile.orepig.name
orespawn:SquidSpawnBlock, tile.oresquid.name
orespawn:ChickenSpawnBlock, tile.orechicken.name
orespawn:CreeperSpawnBlock, tile.orecreeper.name
orespawn:SkeletonSpawnBlock, tile.oreskeleton.name
orespawn:ZombieSpawnBlock, tile.orezombie.name
orespawn:SlimeSpawnBlock, tile.oreslime.name
orespawn:GhastSpawnBlock, Ghast Fossil
orespawn:ZombiePigmanSpawnBlock, tile.orezombiepigman.name
orespawn:EndermanSpawnBlock, tile.oreenderman.name
orespawn:CaveSpiderSpawnBlock, tile.orecavespider.name
orespawn:SilverfishSpawnBlock, tile.oresilverfish.name
orespawn:MagmaCubeSpawnBlock, tile.oremagmacube.name
orespawn:WitchSpawnBlock, tile.orewitch.name
orespawn:SheepSpawnBlock, tile.oresheep.name
orespawn:WolfSpawnBlock, tile.orewolf.name
orespawn:MooshroomSpawnBlock, tile.oremooshroom.name
orespawn:WitherBossSpawnBlock, Wither Boss Fossil
orespawn:GirlfriendSpawnBlock, Girlfriend Fossil
orespawn:BoyfriendSpawnBlock, Boyfriend Fossil
orespawn:RedCowSpawnBlock, Red Cow Fossil
orespawn:CrystalCowSpawnBlock, Crystal Cow Fossil
orespawn:VillagerSpawnBlock, Villager Fossil
orespawn:GoldCowSpawnBlock, Gold Cow Fossil
orespawn:EnchantedCowSpawnBlock, Enchanted Cow Fossil
orespawn:MOTHRASpawnBlock, Mothra Fossil
orespawn:AloSpawnBlock, Alosaurus Fossil
orespawn:CryoSpawnBlock, Cryolophosaurus Fossil
orespawn:CamaSpawnBlock, Camarasaurus Fossil
orespawn:VeloSpawnBlock, Velocity Raptor Fossil
orespawn:HydroSpawnBlock, Hydrolisc Fossil
orespawn:BasilSpawnBlock, Basilisc Fossil
orespawn:DragonflySpawnBlock, Dragon Fly Fossil
orespawn:EmperorScorpionSpawnBlock, Emperor Scorpion Fossil
orespawn:ScorpionSpawnBlock, Scorpion Fossil
orespawn:CaveFisherSpawnBlock, Cave Fisher Fossil
orespawn:SpyroSpawnBlock, Spyro Fossil
orespawn:BaryonyxSpawnBlock, Baryonyx Fossil
orespawn:GammaMetroidSpawnBlock, Gammametroid Fossil
orespawn:CockateilSpawnBlock, Cockateil Fossil
orespawn:KyuubiSpawnBlock, Kyuubi Fossil
orespawn:AlienSpawnBlock, Alien Fossil
orespawn:IronGolemSpawnBlock, tile.oreirongolem.name
orespawn:SnowGolemSpawnBlock, tile.oresnowgolem.name
orespawn:EnderDragonSpawnBlock, Ender Dragon Fossil
orespawn:OcelotSpawnBlock, tile.oreocelot.name
orespawn:WitherSkeletonSpawnBlock, Wither Skeleton Fossil
orespawn:BlazeSpawnBlock, tile.oreblaze.name
orespawn:AttackSquidSpawnBlock, Attack Squid Fossil
orespawn:WaterDragonSpawnBlock, Water Dragon Fossil
orespawn:CephadromeSpawnBlock, Cephadrome Fossil
orespawn:KrakenSpawnBlock, Kraken Fossil
orespawn:LizardSpawnBlock, Lizard Fossil
orespawn:DragonSpawnBlock, Dragon Fossil
orespawn:BeeSpawnBlock, Bee Fossil
orespawn:HorseSpawnBlock, Horse Fossil
orespawn:TrooperBugSpawnBlock, Trooper Bug Fossil
orespawn:SpitBugSpawnBlock, Spit Bug Fossil
orespawn:StinkBugSpawnBlock, Stink Fossil
orespawn:OstrichSpawnBlock, Ostrich Fossil
orespawn:GazelleSpawnBlock, Gazelle Fossil
orespawn:ChipmunkSpawnBlock, Chipmunk Fossil
orespawn:CreepingHorrorSpawnBlock, Creepinghorror Fossil
orespawn:TerribleTerrorSpawnBlock, Terribleterror Fossil
orespawn:CliffRacerSpawnBlock, Cliffracer Fossil
orespawn:TriffidSpawnBlock, Triffid Fossil
orespawn:PitchBlackSpawnBlock, Nightmare Fossil
orespawn:LurkingTerrorSpawnBlock, Lurkingterror Fossil
orespawn:GodzillaPartSpawnBlock, Zilla Fossil Part I
orespawn:GodzillaSpawnBlock, Zilla Fossil Part II
orespawn:TheKingPartSpawnBlock, King Fossil Part I
orespawn:TheKingSpawnBlock, King Fossil Part II
orespawn:TheQueenPartSpawnBlock, Queen Fossil Part I
orespawn:TheQueenSpawnBlock, Queen Fossil Part II
orespawn:SmallWormSpawnBlock, Worm Small Fossil
orespawn:MediumWormSpawnBlock, Worm Medium Fossil
orespawn:LargeWormSpawnBlock, Large Worm Fossil
orespawn:CassowarySpawnBlock, Cassowary Fossil
orespawn:CloudSharkSpawnBlock, Cloudshark Fossil
orespawn:GoldFishSpawnBlock, Goldfish Fossil
orespawn:LeafMonsterSpawnBlock, Leaf Monster Fossil
orespawn:TshirtSpawnBlock, T-Shirt Fossil
orespawn:EnderKnightSpawnBlock, Ender Knight Fossil
orespawn:EnderReaperSpawnBlock, Ender Reaper Fossil
orespawn:BeaverSpawnBlock, Beaver Fossil
orespawn:UrchinSpawnBlock, Urchin Fossil
orespawn:FlounderSpawnBlock, Flounder Fossil
orespawn:SkateSpawnBlock, Skate Fossil
orespawn:RotatorSpawnBlock, Rotator Fossil
orespawn:PeacockSpawnBlock, Peacock Fossil
orespawn:FairySpawnBlock, Fairy Fossil
orespawn:DungeonBeastSpawnBlock, Dungeon Beast Fossil
orespawn:VortexSpawnBlock, Vortex Eye Fossil
orespawn:RatSpawnBlock, Rat Fossil
orespawn:WhaleSpawnBlock, Whale Fossil
orespawn:IrukandjiSpawnBlock, Irukandji Fossil
orespawn:TRexSpawnBlock, TRex Fossil
orespawn:HerculesSpawnBlock, Hercules Beetle Fossil
orespawn:MantisSpawnBlock, Mantis Fossil
orespawn:StinkySpawnBlock, Stinky Fossil
orespawn:EasterBunnySpawnBlock, Easter Bunny Fossil
orespawn:CaterKillerSpawnBlock, Caterkiller Fossil
orespawn:MolenoidSpawnBlock, Molenoid Fossil
orespawn:SeaMonsterSpawnBlock, Sea Monster Fossil
orespawn:SeaViperSpawnBlock, Sea Viper Fossil
orespawn:LeonSpawnBlock, Leon Fossil
orespawn:HammerheadSpawnBlock, Hammerhead Fossil
orespawn:RubberDuckySpawnBlock, Rubber Ducky Fossil
orespawn:CriminalSpawnBlock, Criminal Fossil
orespawn:BrutalflySpawnBlock, Brutal Fly Fossil
orespawn:NastysaurusSpawnBlock, Nastysaurus Fossil
orespawn:PointysaurusSpawnBlock, Pointsaurus Fossil
orespawn:CricketSpawnBlock, Cricket Fossil
orespawn:FrogSpawnBlock, Frog Fossil
orespawn:SpiderDriverSpawnBlock, Spider Driver Fossil
orespawn:CrabSpawnBlock, Crab Fossil
TaintedMagic:BlockShadowOre, Shadow Ore
TaintedMagic:BlockWarpwoodLog, Warpwood
TaintedMagic:BlockShadowmetal, Block of Shadowmetal
TaintedMagic:BlockWarpwoodPlanks, Warpwood Planks
TaintedMagic:BlockWarpwoodLeaves, Warped Leaves
TaintedMagic:BlockWarpwoodSapling, Warpwood Sapling
ThaumicExploration:trashJar, Oblivion Jar
ThaumicExploration:boundChest, Bound Chest
ThaumicExploration:floatCandle:0, White Floating Candle
ThaumicExploration:floatCandle:1, Orange Floating Candle
ThaumicExploration:floatCandle:2, Magenta Floating Candle
ThaumicExploration:floatCandle:3, Light Blue Floating Candle
ThaumicExploration:floatCandle:4, Yellow Floating Candle
ThaumicExploration:floatCandle:5, Lime Floating Candle
ThaumicExploration:floatCandle:6, Pink Floating Candle
ThaumicExploration:floatCandle:7, Gray Floating Candle
ThaumicExploration:floatCandle:8, Light Gray Floating Candle
ThaumicExploration:floatCandle:9, Cyan Floating Candle
ThaumicExploration:floatCandle:10, Purple Floating Candle
ThaumicExploration:floatCandle:11, Blue Floating Candle
ThaumicExploration:floatCandle:12, Brown Floating Candle
ThaumicExploration:floatCandle:13, Green Floating Candle
ThaumicExploration:floatCandle:14, Red Floating Candle
ThaumicExploration:floatCandle:15, Black Floating Candle
ThaumicExploration:meltyIce, Ice
ThaumicExploration:boundJar, Bound Jar
ThaumicExploration:thinkTankJar, Think Tank
ThaumicExploration:everfullUrn, Everfull Urn
ThaumicExploration:everburnUrn, Everburn Urn
ThaumicExploration:soulBrazier, Soul Brazier
ThaumicExploration:crucibleSouls, Crucible of Souls
ThaumicExploration:replicator, Thaumic Replicator
thaumicenergistics:thaumicenergistics.block.essentia.provider, Essentia Provider
thaumicenergistics:thaumicenergistics.block.infusion.provider, Infusion Provider
thaumicenergistics:thaumicenergistics.block.advanced.infusion.provider, Advanced Infusion Provider
thaumicenergistics:thaumicenergistics.block.gear.box, Iron Gear Box
thaumicenergistics:thaumicenergistics.block.golem.gear.box, Thaumium Gear Box
thaumicenergistics:thaumicenergistics.block.arcane.assembler, Arcane Assembler
thaumicenergistics:thaumicenergistics.block.knowledge.inscriber, Knowledge Inscriber
thaumicenergistics:thaumicenergistics.block.essentia.vibration.chamber, Essentia Vibration Chamber
thaumicenergistics:thaumicenergistics.block.distillation.encoder, Distillation Pattern Encoder
thaumicinsurgence:tile.arcaneMarble, Arcane Marble Block
thaumicinsurgence:tile.arcaneMarbleBrick, Arcane Marble Brick
thaumicinsurgence:infusionIntercepter, Infusion Intercepter
thaumicinsurgence:matrixAlpha, Arcane Marble Matrix
thaumicinsurgence:pillarAlpha, Arcane Marble Pillar
thaumicinsurgence:marblePedestal, Marble Pedestal
ThermalDynamics:ThermalDynamics_0:0, Leadstone Fluxduct
ThermalDynamics:ThermalDynamics_0:1, Hardened Fluxduct
ThermalDynamics:ThermalDynamics_0:2, Redstone Energy Fluxduct
ThermalDynamics:ThermalDynamics_0:3, Redstone Energy Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_0:4, Resonant Fluxduct
ThermalDynamics:ThermalDynamics_0:5, Resonant Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_0:6, Cryo-Stabilized Fluxduct
ThermalDynamics:ThermalDynamics_0:7, Cryo-Stabilized Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_16:0, Temperate Fluiduct
ThermalDynamics:ThermalDynamics_16:1, Temperate Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:2, Hardened Fluiduct
ThermalDynamics:ThermalDynamics_16:3, Hardened Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:4, Flux-Plated Fluiduct
ThermalDynamics:ThermalDynamics_16:5, Flux-Plated Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:6, Super-Laminar Fluiduct
ThermalDynamics:ThermalDynamics_16:7, Super-Laminar Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_32:0, Itemduct
ThermalDynamics:ThermalDynamics_32:1, Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:2, Impulse Itemduct
ThermalDynamics:ThermalDynamics_32:3, Impulse Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:4, Warp Itemduct
ThermalDynamics:ThermalDynamics_32:5, Warp Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:6, Fluctuating Itemduct
ThermalDynamics:ThermalDynamics_32:7, Fluctuating Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_48:0, Structuralduct (Opaque)
ThermalDynamics:ThermalDynamics_48:1, Luxduct
ThermalDynamics:ThermalDynamics_64:0, Viaduct
ThermalDynamics:ThermalDynamics_64:1, Long Range Viaduct
ThermalDynamics:ThermalDynamics_64:2, Long Range Linking Viaduct
ThermalDynamics:ThermalDynamics_64:3, Viaduct (Untreated)
vampirism:bloodAltar, Blood Altar of Saturation
vampirism:bloodAltarTier2, Blood Altar of Inspiration
vampirism:bloodAltarTier4, Blood Altar of Infusion
vampirism:bloodAltarTier4Tip, Blood Altar of Infusion Tip
vampirism:cursedEarth, Cursed Earth
vampirism:churchAltar, Altar of Cleansing
vampirism:blockCoffin, Coffin
vampirism:castleBlock:0, Castle Block
vampirism:castleBlock:1, Castle Block
vampirism:castleBlock:2, Castle Block
vampirism:castleSlab:0, Castle Slab
vampirism:castleSlab:1, Castle Slab
vampirism:castleStairs_dark, Castle Stairs
vampirism:castleStairs_purple, Castle Stairs
vampirism:castlePortal, Portal Block
vampirism:draculaButton, Button
vampirism:tent_main, Tent
vampirism:tent, Tent
vampirism:gildedIronBlock, Gilded Iron Block
vampirism:garlicTorchWeak, Weak Garlic Torch
vampirism:garlicTorchStrong, Strong Garlic Torch
vampirism:vampireOrchid, Vampire Orchid
arsmagica2:essenceRefiner, Essence Refiner
arsmagica2:mageTorch, Mage Light
arsmagica2:essenceConduit, Etherium Conduit
arsmagica2:obelisk, Obelisk
arsmagica2:calefactor, Calefactor
arsmagica2:keystoneReceptacle, Keystone Receptacle
arsmagica2:astralBarrier, Astral Barrier
arsmagica2:blackAurem, Black Aurem
arsmagica2:celestialPrism, Celestial Prism
arsmagica2:seerStone, Seer Stone
arsmagica2:vinteumOre:0, Vinteum Ore
arsmagica2:vinteumOre:1, Chimerite Ore
arsmagica2:vinteumOre:2, Blue Topaz Ore
arsmagica2:vinteumOre:3, Moonstone Ore
arsmagica2:vinteumOre:4, Sunstone Ore
arsmagica2:vinteumOre:5, Moonstone Block
arsmagica2:vinteumOre:6, Vinteum Block
arsmagica2:vinteumOre:7, Blue Topaz Block
arsmagica2:vinteumOre:8, Sunstone Block
arsmagica2:vinteumOre:9, Chimerite Block
arsmagica2:blueOrchid, Cerublossom
arsmagica2:desertNova, Desert Nova
arsmagica2:keystoneChest, Keystone Chest
arsmagica2:blockLectern, Lectern
arsmagica2:manaBattery, Mana Battery
arsmagica2:blockArcaneReconstructor, Arcane Reconstructor
arsmagica2:magicWall, Magic Wall
arsmagica2:occulus, Occulus
arsmagica2:CraftingAltar, Crafting Altar
arsmagica2:SpellRune, Spell Rune
arsmagica2:VinteumTorch, Vinteum Torch
arsmagica2:ParticleEmitter, Particle Emitter
arsmagica2:InscriptionTable, Inscription Table
arsmagica2:invisibleUtility, tile.arsmagica2:invisibleUtility.name
arsmagica2:Aum, Aum
arsmagica2:TarmaRoot, Tarma Root
arsmagica2:WitchwoodLog, Witchwood Log
arsmagica2:WitchwoodLeaves, Witchwood Leaves
arsmagica2:Summoner, Summoner
arsmagica2:liquidEssence, Liquid Etherium
arsmagica2:redstoneInlay, Redstone Inlay
arsmagica2:ironInlay, Iron Inlay
arsmagica2:goldInlay, Gold Inlay
arsmagica2:planksWitchwood, Witchwood Planks
arsmagica2:stairsWitchwood, Witchwood Stairs
arsmagica2:saplingWitchwood, Witchwood Sapling
arsmagica2:magiciansWorkbench, Magician's Workbench
arsmagica2:everstone, Everstone
arsmagica2:keystoneDoor, Keystone Door
arsmagica2:keystoneTrapDoor, Keystone Trapdoor
arsmagica2:slipstreamGenerator, Slipstream Generator
arsmagica2:elementalAttuner, Flicker Habitat
arsmagica2:wizardChalk, Wizard's Chalk Rune
arsmagica2:inertSpawner, Inert Spawner
arsmagica2:candle, Placed Warding Candle
arsmagica2:brokenLinkBlock, Broken Power Link
arsmagica2:armorInfuser, Armor Imbuement Table
arsmagica2:flickerLure, Flicker Lure
arsmagica2:arcaneDeconstructor, Arcane Deconstructor
arsmagica2:wakebloom, Wakebloom
arsmagica2:otherworldAura, Otherworld Aura
arsmagica2:spellSealedDoor, Spell-Sealed Door
arsmagica2:witchwoodSingleSlab:0, Witchwood Slab
arsmagica2:witchwoodDoubleSlab:0, Witchwood Slab
arsmagica2:illusionBlock:0, Illusion Block
arsmagica2:illusionBlock:1, Ethereal Illusion Block
arsmagica2:crystalMarker:0, Import Crystal
arsmagica2:crystalMarker:1, Export Crystal
